ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
217826_s_at,4.35E-01,1.01E-01,-1.652666,-4.856043,-0.4989183,UBE2J1,ubiquitin conjugating enzyme E2 J1
214301_s_at,4.36E-01,1.01E-01,1.6518358,-4.857333,0.9134466,DPYSL4,dihydropyrimidinase like 4
200595_s_at,4.36E-01,1.01E-01,1.6516807,-4.857574,0.3504817,EIF3A,eukaryotic translation initiation factor 3 subunit A
61874_at,4.36E-01,1.01E-01,-1.6516,-4.857699,-0.6326533,CACFD1,calcium channel flower domain containing 1
216083_s_at,4.36E-01,1.02E-01,-1.6514427,-4.857943,-0.5965935,NEU3,neuraminidase 3
212302_at,4.36E-01,1.02E-01,-1.6512615,-4.858224,-0.3286034,RTF1,"RTF1 homolog, Paf1/RNA polymerase II complex component"
217612_at,4.36E-01,1.02E-01,1.6512591,-4.858228,1.0271558,TIMM50,translocase of inner mitochondrial membrane 50
202706_s_at,4.36E-01,1.02E-01,-1.6508907,-4.8588,-0.3748068,UMPS,uridine monophosphate synthetase
215066_at,4.37E-01,1.02E-01,1.6507252,-4.859057,0.8340827,PTPRF,"protein tyrosine phosphatase, receptor type F"
213323_s_at,4.37E-01,1.02E-01,-1.6505513,-4.859327,-0.6372554,ZC3H7B,zinc finger CCCH-type containing 7B
216972_at,4.37E-01,1.02E-01,1.6505488,-4.859331,1.0266523,SPAM1,sperm adhesion molecule 1
201961_s_at,4.37E-01,1.02E-01,-1.6503131,-4.859696,-0.9428405,RNF41,ring finger protein 41
220130_x_at,4.37E-01,1.02E-01,-1.6501227,-4.859992,-0.8072827,LTB4R2,leukotriene B4 receptor 2
217924_at,4.37E-01,1.02E-01,-1.6500249,-4.860144,-0.7803095,C6orf106,chromosome 6 open reading frame 106
204558_at,4.37E-01,1.02E-01,1.6498894,-4.860354,0.946208,RAD54L,RAD54-like (S. cerevisiae)
218593_at,4.37E-01,1.02E-01,1.6493279,-4.861225,0.3994509,RBM28,RNA binding motif protein 28
220622_at,4.37E-01,1.02E-01,1.6493086,-4.861255,1.1430089,LRRC31,leucine rich repeat containing 31
213529_at,4.37E-01,1.02E-01,1.6493035,-4.861263,0.9757756,ZNF688,zinc finger protein 688
202727_s_at,4.37E-01,1.02E-01,-1.6492566,-4.861335,-0.572718,IFNGR1,interferon gamma receptor 1
215191_at,4.37E-01,1.02E-01,-1.649165,-4.861477,-0.7051104,,
208762_at,4.37E-01,1.02E-01,1.6490681,-4.861628,1.0027055,SUMO1,small ubiquitin-like modifier 1
208031_s_at,4.37E-01,1.02E-01,-1.648765,-4.862098,-1.0820328,RFX2,regulatory factor X2
207769_s_at,4.37E-01,1.02E-01,1.6486727,-4.862241,0.3941898,PQBP1,polyglutamine binding protein 1
204726_at,4.37E-01,1.02E-01,1.6486696,-4.862245,1.0617771,CDH13,cadherin 13
218741_at,4.37E-01,1.02E-01,1.6484062,-4.862654,0.8210251,CENPM,centromere protein M
214960_at,4.37E-01,1.02E-01,1.6481163,-4.863103,0.7159218,API5,apoptosis inhibitor 5
214977_at,4.37E-01,1.02E-01,-1.6480588,-4.863192,-0.8232175,,
213182_x_at,4.38E-01,1.02E-01,-1.647369,-4.864261,-1.4425252,CDKN1C,cyclin dependent kinase inhibitor 1C
202019_s_at,4.38E-01,1.02E-01,-1.6471349,-4.864623,-0.3752816,LANCL1,LanC like 1
204279_at,4.38E-01,1.02E-01,1.6469756,-4.86487,0.5439888,PSMB9,proteasome subunit beta 9
203178_at,4.38E-01,1.02E-01,1.6468552,-4.865057,1.1536958,GATM,glycine amidinotransferase
219660_s_at,4.38E-01,1.03E-01,1.6466626,-4.865355,0.9047326,ATP8A2,ATPase phospholipid transporting 8A2
203085_s_at,4.38E-01,1.03E-01,-1.6465706,-4.865497,-0.7272418,TGFB1,transforming growth factor beta 1
218397_at,4.38E-01,1.03E-01,1.646371,-4.865806,0.6490343,FANCL,Fanconi anemia complementation group L
209808_x_at,4.38E-01,1.03E-01,-1.6463535,-4.865833,-0.3140915,ING1,inhibitor of growth family member 1
218249_at,4.38E-01,1.03E-01,-1.6460368,-4.866324,-0.2894113,ZDHHC6,zinc finger DHHC-type containing 6
219612_s_at,4.38E-01,1.03E-01,-1.6460044,-4.866374,-1.0350043,FGG,fibrinogen gamma chain
200081_s_at,4.38E-01,1.03E-01,1.6458226,-4.866655,0.2992055,RPS6,ribosomal protein S6
205735_s_at,4.39E-01,1.03E-01,-1.6454642,-4.86721,-0.8603864,AFF3,AF4/FMR2 family member 3
205491_s_at,4.39E-01,1.03E-01,-1.6451952,-4.867626,-0.9636238,GJB3,gap junction protein beta 3
204742_s_at,4.39E-01,1.03E-01,1.6448443,-4.868169,0.8533942,PDS5B,PDS5 cohesin associated factor B
220272_at,4.39E-01,1.03E-01,-1.6447786,-4.86827,-0.5792188,BNC2,basonuclin 2
214131_at,4.39E-01,1.03E-01,1.6447585,-4.868302,1.3468553,TXLNGY,"taxilin gamma pseudogene, Y-linked"
214190_x_at,4.39E-01,1.03E-01,-1.6443393,-4.86895,-1.2656922,GGA2,"golgi associated, gamma adaptin ear containing, ARF binding protein 2"
206110_at,4.39E-01,1.03E-01,-1.6443235,-4.868974,-1.0385147,HIST1H3F///HIST1H3B///HIST1H3H///HIST1H3J///HIST1H3G///HIST1H3I///HIST1H3E///HIST1H3C///HIST1H3D///HIST1H3A,"histone cluster 1, H3f///histone cluster 1, H3b///histone cluster 1, H3h///histone cluster 1, H3j///histone cluster 1, H3g///histone cluster 1, H3i///histone cluster 1, H3e///histone cluster 1, H3c///histone cluster 1, H3d///histone cluster 1, H3a"
218642_s_at,4.39E-01,1.03E-01,1.6442062,-4.869156,0.4744391,CHCHD7,coiled-coil-helix-coiled-coil-helix domain containing 7
205002_at,4.39E-01,1.03E-01,1.644067,-4.869371,0.6543307,AHDC1,AT-hook DNA binding motif containing 1
205838_at,4.39E-01,1.03E-01,-1.6439824,-4.869502,-1.8098886,GYPA,glycophorin A (MNS blood group)
207370_at,4.39E-01,1.03E-01,-1.6439015,-4.869627,-1.0470213,IBSP,integrin binding sialoprotein
206228_at,4.39E-01,1.03E-01,-1.6438029,-4.869779,-1.173328,PAX2,paired box 2
205718_at,4.39E-01,1.03E-01,-1.6437584,-4.869848,-1.4418798,ITGB7,integrin subunit beta 7
211442_x_at,4.39E-01,1.03E-01,-1.6437077,-4.869926,-1.0057434,CYP3A43,cytochrome P450 family 3 subfamily A member 43
200600_at,4.39E-01,1.03E-01,-1.643656,-4.870006,-0.4048939,MSN,moesin
220028_at,4.39E-01,1.03E-01,-1.6435512,-4.870168,-0.6972659,ACVR2B,activin A receptor type 2B
205312_at,4.39E-01,1.03E-01,-1.6434775,-4.870282,-1.1682426,SPI1,Spi-1 proto-oncogene
209305_s_at,4.39E-01,1.03E-01,-1.6434517,-4.870322,-0.6854186,GADD45B,growth arrest and DNA damage inducible beta
213410_at,4.39E-01,1.03E-01,-1.6433628,-4.870459,-0.3669801,EDRF1,erythroid differentiation regulatory factor 1
221515_s_at,4.39E-01,1.03E-01,1.643349,-4.870481,0.3194139,LCMT1,leucine carboxyl methyltransferase 1
218127_at,4.39E-01,1.03E-01,1.6432859,-4.870578,0.3385742,NFYB,nuclear transcription factor Y subunit beta
205930_at,4.39E-01,1.03E-01,-1.643152,-4.870785,-0.3314645,GTF2E1,general transcription factor IIE subunit 1
208835_s_at,4.39E-01,1.03E-01,1.6425941,-4.871647,0.5529214,LUC7L3,LUC7 like 3 pre-mRNA splicing factor
203092_at,4.39E-01,1.03E-01,1.6425326,-4.871742,1.1145641,TIMM44,translocase of inner mitochondrial membrane 44
204286_s_at,4.39E-01,1.03E-01,1.6424997,-4.871793,1.0317264,PMAIP1,phorbol-12-myristate-13-acetate-induced protein 1
222039_at,4.39E-01,1.03E-01,1.6424607,-4.871853,0.5242616,KIF18B,kinesin family member 18B
211025_x_at,4.39E-01,1.03E-01,1.6424455,-4.871876,0.388472,COX5B,cytochrome c oxidase subunit 5B
202788_at,4.39E-01,1.03E-01,-1.6422617,-4.87216,-0.3197266,MAPKAPK3,mitogen-activated protein kinase-activated protein kinase 3
215955_x_at,4.39E-01,1.03E-01,-1.6421104,-4.872394,-1.1965787,ARHGAP26,Rho GTPase activating protein 26
214171_s_at,4.39E-01,1.03E-01,1.6420765,-4.872447,0.8645331,U2AF2,U2 small nuclear RNA auxiliary factor 2
212945_s_at,4.39E-01,1.03E-01,-1.6420666,-4.872462,-0.7360964,MGA,"MGA, MAX dimerization protein"
210275_s_at,4.39E-01,1.03E-01,-1.641978,-4.872599,-0.4262422,ZFAND5,zinc finger AN1-type containing 5
220189_s_at,4.39E-01,1.03E-01,-1.6419539,-4.872636,-0.5521923,MGAT4B,"mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme B"
217520_x_at,4.39E-01,1.03E-01,1.6419034,-4.872714,0.9735201,LOC101929232///PDCD6IPP2,uncharacterized LOC101929232///PDCD6IP pseudogene 2
221895_at,4.39E-01,1.04E-01,-1.6415674,-4.873232,-0.5487028,MOSPD2,motile sperm domain containing 2
203104_at,4.39E-01,1.04E-01,-1.641269,-4.873693,-1.2383915,CSF1R,colony stimulating factor 1 receptor
205354_at,4.39E-01,1.04E-01,1.6412161,-4.873775,1.0690462,GAMT,guanidinoacetate N-methyltransferase
208368_s_at,4.39E-01,1.04E-01,1.6411978,-4.873803,1.1400222,BRCA2,"BRCA2, DNA repair associated"
202255_s_at,4.39E-01,1.04E-01,-1.6409472,-4.87419,-1.3193425,SIPA1L1,signal induced proliferation associated 1 like 1
207189_s_at,4.39E-01,1.04E-01,-1.6409464,-4.874191,-0.7223668,ZZEF1,zinc finger ZZ-type and EF-hand domain containing 1
201153_s_at,4.39E-01,1.04E-01,1.6406538,-4.874643,0.3802411,MBNL1,muscleblind like splicing regulator 1
218200_s_at,4.39E-01,1.04E-01,1.6406011,-4.874724,0.3239097,NDUFB2,NADH:ubiquinone oxidoreductase subunit B2
205780_at,4.39E-01,1.04E-01,-1.6404131,-4.875014,-1.8227506,BIK,BCL2 interacting killer
202905_x_at,4.39E-01,1.04E-01,1.6403871,-4.875054,0.4514808,NBN,nibrin
221890_at,4.39E-01,1.04E-01,-1.6403373,-4.875131,-0.7207199,ZNF335,zinc finger protein 335
214327_x_at,4.40E-01,1.04E-01,1.6398471,-4.875887,0.5022476,LOC101928826///TPT1,"uncharacterized LOC101928826///tumor protein, translationally-controlled 1"
217284_x_at,4.40E-01,1.04E-01,1.6396215,-4.876235,0.9923023,SERHL2,serine hydrolase-like 2
202463_s_at,4.40E-01,1.04E-01,1.6396204,-4.876237,0.6871348,MBD3,methyl-CpG binding domain protein 3
206635_at,4.40E-01,1.04E-01,1.63895,-4.87727,0.8034716,CHRNB2,cholinergic receptor nicotinic beta 2 subunit
205623_at,4.40E-01,1.04E-01,-1.6387688,-4.87755,-0.9645066,ALDH3A1,aldehyde dehydrogenase 3 family member A1
214726_x_at,4.40E-01,1.04E-01,-1.6386631,-4.877712,-0.5009689,ADD1,adducin 1
213793_s_at,4.41E-01,1.04E-01,-1.6381855,-4.878449,-1.4684573,HOMER1,homer scaffolding protein 1
218259_at,4.41E-01,1.04E-01,1.63813,-4.878534,0.6129593,MKL2,MKL1/myocardin like 2
206777_s_at,4.41E-01,1.04E-01,1.6380892,-4.878597,1.021472,CRYBB2P1///CRYBB2,crystallin beta B2 pseudogene 1///crystallin beta B2
204949_at,4.41E-01,1.04E-01,1.6379577,-4.8788,0.8105119,ICAM3,intercellular adhesion molecule 3
212651_at,4.41E-01,1.04E-01,1.6379516,-4.878809,1.4487059,RHOBTB1,Rho related BTB domain containing 1
206862_at,4.41E-01,1.04E-01,1.6379473,-4.878815,1.0362803,ZNF254,zinc finger protein 254
201936_s_at,4.41E-01,1.04E-01,1.6375854,-4.879373,0.6309931,EIF4G3,eukaryotic translation initiation factor 4 gamma 3
202993_at,4.41E-01,1.04E-01,1.6374976,-4.879508,0.5672091,ILVBL,ilvB acetolactate synthase like
208395_s_at,4.41E-01,1.04E-01,-1.6374263,-4.879618,-0.8882098,URB1,URB1 ribosome biogenesis 1 homolog (S. cerevisiae)
203000_at,4.41E-01,1.04E-01,-1.6373743,-4.879698,-0.819987,STMN2,stathmin 2
205910_s_at,4.41E-01,1.04E-01,-1.6371896,-4.879983,-1.2022293,CEL,carboxyl ester lipase
202384_s_at,4.41E-01,1.05E-01,1.6369023,-4.880425,0.5325337,TCOF1,treacle ribosome biogenesis factor 1
206697_s_at,4.41E-01,1.05E-01,-1.6368671,-4.880479,-1.1614034,HP,haptoglobin
202617_s_at,4.41E-01,1.05E-01,-1.6367009,-4.880735,-0.8737693,MECP2,methyl-CpG binding protein 2
211877_s_at,4.41E-01,1.05E-01,-1.6366173,-4.880864,-0.9698238,PCDHGA11///PCDHGC3,"protocadherin gamma subfamily A, 11///protocadherin gamma subfamily C, 3"
203071_at,4.41E-01,1.05E-01,-1.6366018,-4.880888,-0.7045977,MIR6872///SEMA3B,microRNA 6872///semaphorin 3B
203335_at,4.41E-01,1.05E-01,1.6364921,-4.881056,0.5744283,PHYH,phytanoyl-CoA 2-hydroxylase
219081_at,4.41E-01,1.05E-01,-1.6358453,-4.882052,-0.2946291,ANKHD1-EIF4EBP3///ANKHD1,ANKHD1-EIF4EBP3 readthrough///ankyrin repeat and KH domain containing 1
211590_x_at,4.41E-01,1.05E-01,-1.6358428,-4.882056,-0.3603089,TBXA2R,thromboxane A2 receptor
216225_at,4.41E-01,1.05E-01,-1.6357066,-4.882265,-1.0150882,,
204435_at,4.42E-01,1.05E-01,1.6354251,-4.882698,0.743472,NUP58,nucleoporin 58
221445_at,4.42E-01,1.05E-01,-1.6350179,-4.883325,-1.0054919,OR1A2,olfactory receptor family 1 subfamily A member 2
202237_at,4.42E-01,1.05E-01,1.6349522,-4.883426,1.2153433,LOC101928916///NNMT,uncharacterized LOC101928916///nicotinamide N-methyltransferase
222273_at,4.42E-01,1.05E-01,-1.6348288,-4.883616,-0.4703659,PAPOLG,poly(A) polymerase gamma
203284_s_at,4.42E-01,1.05E-01,1.6346822,-4.883841,0.5099799,HS2ST1,heparan sulfate 2-O-sulfotransferase 1
207838_x_at,4.42E-01,1.05E-01,1.6346157,-4.883943,1.3540536,PBXIP1,PBX homeobox interacting protein 1
214736_s_at,4.42E-01,1.05E-01,-1.6344479,-4.884201,-0.2315029,ADD1,adducin 1
205903_s_at,4.42E-01,1.05E-01,1.6344279,-4.884232,0.8219392,KCNN3,potassium calcium-activated channel subfamily N member 3
202978_s_at,4.42E-01,1.05E-01,1.634173,-4.884624,0.3839505,CREBZF,CREB/ATF bZIP transcription factor
217062_at,4.42E-01,1.05E-01,-1.6339927,-4.884901,-0.6532758,DMPK,dystrophia myotonica protein kinase
218667_at,4.42E-01,1.05E-01,1.6338632,-4.8851,0.3379602,PJA1,praja ring finger ubiquitin ligase 1
219452_at,4.42E-01,1.05E-01,-1.6337188,-4.885322,-1.459805,DPEP2,dipeptidase 2
202114_at,4.42E-01,1.05E-01,1.633539,-4.885598,0.457062,SNX2,sorting nexin 2
215823_x_at,4.42E-01,1.05E-01,1.6335158,-4.885634,0.323567,RLIM///PABPC1,"ring finger protein, LIM domain interacting///poly(A) binding protein cytoplasmic 1"
216799_at,4.42E-01,1.05E-01,1.6333823,-4.885839,0.7872955,,
212210_at,4.42E-01,1.05E-01,-1.6333598,-4.885874,-1.0361921,INTS1,integrator complex subunit 1
209798_at,4.42E-01,1.05E-01,1.6332851,-4.885988,0.4581338,NPAT,"nuclear protein, coactivator of histone transcription"
43427_at,4.42E-01,1.05E-01,1.6331292,-4.886228,1.038075,ACACB,acetyl-CoA carboxylase beta
215172_at,4.42E-01,1.05E-01,1.6328628,-4.886637,1.6325469,PTPN20,"protein tyrosine phosphatase, non-receptor type 20"
204057_at,4.42E-01,1.05E-01,1.6328444,-4.886665,1.1988137,IRF8,interferon regulatory factor 8
201743_at,4.42E-01,1.05E-01,-1.6324386,-4.887289,-2.3894611,CD14,CD14 molecule
207733_x_at,4.42E-01,1.05E-01,-1.6324315,-4.8873,-0.7133636,PSG9,pregnancy specific beta-1-glycoprotein 9
201928_at,4.43E-01,1.06E-01,1.6319539,-4.888033,0.7932451,PKP4,plakophilin 4
209042_s_at,4.43E-01,1.06E-01,1.6318915,-4.888129,0.5260876,UBE2G2,ubiquitin conjugating enzyme E2 G2
209691_s_at,4.43E-01,1.06E-01,1.6318869,-4.888136,1.2505965,DOK4,docking protein 4
201692_at,4.43E-01,1.06E-01,1.6318046,-4.888262,0.5486604,SIGMAR1,sigma non-opioid intracellular receptor 1
201643_x_at,4.43E-01,1.06E-01,-1.6316147,-4.888554,-0.2474903,KDM3B,lysine demethylase 3B
205833_s_at,4.43E-01,1.06E-01,1.6312187,-4.889161,1.0765919,PART1,prostate androgen-regulated transcript 1 (non-protein coding)
213923_at,4.43E-01,1.06E-01,-1.6311341,-4.889291,-0.3892727,RAP2B,"RAP2B, member of RAS oncogene family"
219889_at,4.43E-01,1.06E-01,-1.6311305,-4.889297,-0.4661806,FRAT1,frequently rearranged in advanced T-cell lymphomas 1
205987_at,4.43E-01,1.06E-01,-1.6307041,-4.889951,-1.7118535,CD1C,CD1c molecule
220469_at,4.43E-01,1.06E-01,1.6305347,-4.890211,1.1177095,COPE,coatomer protein complex subunit epsilon
200986_at,4.43E-01,1.06E-01,1.6303854,-4.89044,1.1860647,SERPING1,serpin family G member 1
208662_s_at,4.43E-01,1.06E-01,1.6303373,-4.890514,0.6298738,TTC3P1///TTC3,tetratricopeptide repeat domain 3 pseudogene 1///tetratricopeptide repeat domain 3
206436_at,4.43E-01,1.06E-01,-1.6302378,-4.890666,-0.6544277,MPPED1,metallophosphoesterase domain containing 1
203078_at,4.43E-01,1.06E-01,1.630232,-4.890675,0.8155778,CUL2,cullin 2
204738_s_at,4.43E-01,1.06E-01,-1.6299552,-4.8911,-0.6484848,KRIT1,"KRIT1, ankyrin repeat containing"
219029_at,4.43E-01,1.06E-01,1.6299472,-4.891112,0.6183435,TMEM267,transmembrane protein 267
222325_at,4.43E-01,1.06E-01,1.629777,-4.891373,0.9498882,,
203769_s_at,4.43E-01,1.06E-01,-1.6296372,-4.891587,-0.7607386,STS,"steroid sulfatase (microsomal), isozyme S"
36829_at,4.43E-01,1.06E-01,1.6296136,-4.891623,0.5356365,MIR6883///PER1,microRNA 6883///period circadian clock 1
216804_s_at,4.43E-01,1.06E-01,-1.6294501,-4.891874,-1.0889584,PDLIM5,PDZ and LIM domain 5
203087_s_at,4.43E-01,1.06E-01,1.6293801,-4.891981,0.3915737,KIF2A,kinesin family member 2A
202562_s_at,4.43E-01,1.06E-01,1.6291461,-4.89234,0.4659248,C14orf1,chromosome 14 open reading frame 1
204130_at,4.43E-01,1.06E-01,-1.6290729,-4.892452,-0.8248449,HSD11B2,hydroxysteroid 11-beta dehydrogenase 2
214816_x_at,4.43E-01,1.06E-01,1.6289956,-4.892571,0.626009,FAAP24,Fanconi anemia core complex associated protein 24
207936_x_at,4.44E-01,1.06E-01,-1.6287916,-4.892883,-0.3435161,RFPL3,ret finger protein like 3
204962_s_at,4.44E-01,1.06E-01,1.6285454,-4.893261,0.711519,SLC35F6///CENPA,solute carrier family 35 member F6///centromere protein A
213547_at,4.44E-01,1.06E-01,1.6282766,-4.893672,0.8805411,CAND2,cullin associated and neddylation dissociated 2 (putative)
214462_at,4.44E-01,1.06E-01,1.6278292,-4.894358,0.8076935,SOCS6,suppressor of cytokine signaling 6
217669_s_at,4.44E-01,1.06E-01,-1.6277762,-4.894439,-1.0147806,AKAP6,A-kinase anchoring protein 6
203592_s_at,4.44E-01,1.06E-01,-1.6276407,-4.894646,-0.5699936,FSTL3,follistatin like 3
212923_s_at,4.44E-01,1.07E-01,1.627495,-4.894869,0.8415025,PXDC1,PX domain containing 1
213700_s_at,4.44E-01,1.07E-01,-1.6273965,-4.89502,-0.6740439,PKM,"pyruvate kinase, muscle"
202130_at,4.44E-01,1.07E-01,-1.6272301,-4.895275,-0.5652085,RIOK3,RIO kinase 3
211375_s_at,4.44E-01,1.07E-01,1.6270467,-4.895556,0.3485682,ILF3,interleukin enhancer binding factor 3
208635_x_at,4.44E-01,1.07E-01,1.6270062,-4.895618,0.2757717,NACA,nascent polypeptide-associated complex alpha subunit
221210_s_at,4.44E-01,1.07E-01,-1.6269296,-4.895735,-1.5068002,NPL,N-acetylneuraminate pyruvate lyase
208921_s_at,4.44E-01,1.07E-01,1.6268761,-4.895817,0.3854807,SRI,sorcin
214887_at,4.44E-01,1.07E-01,-1.6266182,-4.896212,-1.1673232,N4BP2L1,NEDD4 binding protein 2 like 1
202961_s_at,4.45E-01,1.07E-01,1.6260721,-4.897047,0.3545376,ARMC2-AS1///ATP5J2,"ARMC2 antisense RNA 1///ATP synthase, H+ transporting, mitochondrial Fo complex subunit F2"
204759_at,4.45E-01,1.07E-01,-1.6253469,-4.898157,-0.7730725,RCBTB2,RCC1 and BTB domain containing protein 2
204562_at,4.45E-01,1.07E-01,1.6251905,-4.898396,0.7072683,IRF4,interferon regulatory factor 4
205415_s_at,4.45E-01,1.07E-01,-1.624834,-4.898941,-0.8065905,ATXN3,ataxin 3
202927_at,4.45E-01,1.07E-01,1.6248086,-4.89898,0.917844,PIN1,"peptidylprolyl cis/trans isomerase, NIMA-interacting 1"
209135_at,4.45E-01,1.07E-01,1.6247782,-4.899026,0.7872328,ASPH,aspartate beta-hydroxylase
218583_s_at,4.45E-01,1.07E-01,-1.624669,-4.899193,-0.3847115,DCUN1D1,defective in cullin neddylation 1 domain containing 1
215488_at,4.45E-01,1.07E-01,-1.6244366,-4.899548,-0.8260435,,
208676_s_at,4.45E-01,1.07E-01,1.6244331,-4.899554,0.3509335,PA2G4,proliferation-associated 2G4
217846_at,4.45E-01,1.07E-01,1.6243869,-4.899624,0.2480483,MIR6890///QARS,microRNA 6890///glutaminyl-tRNA synthetase
217019_at,4.45E-01,1.07E-01,1.6243673,-4.899654,0.8234253,,
206209_s_at,4.45E-01,1.07E-01,-1.6242382,-4.899852,-0.6006987,CA4,carbonic anhydrase 4
217718_s_at,4.45E-01,1.07E-01,1.6241655,-4.899963,0.31201,YWHAB,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta
217055_x_at,4.45E-01,1.07E-01,1.6241032,-4.900058,0.7734177,SLC1A2,solute carrier family 1 member 2
210383_at,4.46E-01,1.07E-01,-1.6239051,-4.900361,-1.2604414,SCN1A,sodium voltage-gated channel alpha subunit 1
200927_s_at,4.46E-01,1.07E-01,-1.6238502,-4.900445,-0.3271055,RAB14,"RAB14, member RAS oncogene family"
202193_at,4.46E-01,1.07E-01,1.6237703,-4.900567,0.5925747,LIMK2,LIM domain kinase 2
209870_s_at,4.46E-01,1.07E-01,-1.6235167,-4.900954,-1.0611772,APBA2,amyloid beta precursor protein binding family A member 2
210706_s_at,4.46E-01,1.07E-01,-1.6234116,-4.901115,-0.4415784,RNF24,ring finger protein 24
216928_at,4.46E-01,1.07E-01,-1.6229531,-4.901815,-0.6008709,TAL1,"TAL bHLH transcription factor 1, erythroid differentiation factor"
217672_x_at,4.46E-01,1.07E-01,1.6228839,-4.901921,1.0571407,EIF1,eukaryotic translation initiation factor 1
220095_at,4.46E-01,1.08E-01,1.6227849,-4.902072,1.0359421,CNTLN,centlein
209940_at,4.46E-01,1.08E-01,1.622526,-4.902467,0.9505495,PARP3,poly(ADP-ribose) polymerase family member 3
214905_at,4.46E-01,1.08E-01,-1.6224849,-4.90253,-0.9967798,RASGRF1,Ras protein specific guanine nucleotide releasing factor 1
203640_at,4.46E-01,1.08E-01,1.6224742,-4.902546,0.9839554,MBNL2,muscleblind like splicing regulator 2
212260_at,4.46E-01,1.08E-01,-1.6224456,-4.90259,-0.6400121,GIGYF2,GRB10 interacting GYF protein 2
213608_s_at,4.46E-01,1.08E-01,1.6220614,-4.903177,0.4474807,SRRD,SRR1 domain containing
205223_at,4.46E-01,1.08E-01,-1.6220221,-4.903236,-0.863491,DEPDC5,DEP domain containing 5
210153_s_at,4.46E-01,1.08E-01,-1.6218449,-4.903507,-0.3318396,ME2,malic enzyme 2
218114_at,4.46E-01,1.08E-01,-1.6217102,-4.903712,-0.4425007,GGA1,"golgi associated, gamma adaptin ear containing, ARF binding protein 1"
202038_at,4.47E-01,1.08E-01,-1.6213172,-4.904312,-0.2537822,UBE4A,ubiquitination factor E4A
211372_s_at,4.47E-01,1.08E-01,-1.6212391,-4.904431,-1.1974957,IL1R2,interleukin 1 receptor type 2
207057_at,4.47E-01,1.08E-01,1.6211407,-4.904581,1.0378383,SLC16A7,solute carrier family 16 member 7
219901_at,4.47E-01,1.08E-01,-1.6210266,-4.904756,-1.3116989,FGD6,"FYVE, RhoGEF and PH domain containing 6"
209715_at,4.47E-01,1.08E-01,1.6209492,-4.904874,0.6976323,CBX5,chromobox 5
211588_s_at,4.47E-01,1.08E-01,-1.620702,-4.905251,-0.939924,PML,promyelocytic leukemia
221339_at,4.47E-01,1.08E-01,-1.6201996,-4.906017,-0.5434615,OR10C1,olfactory receptor family 10 subfamily C member 1 (gene/pseudogene)
212005_at,4.47E-01,1.08E-01,1.6201735,-4.906057,0.8486631,SZRD1,SUZ RNA binding domain containing 1
220954_s_at,4.47E-01,1.08E-01,-1.6201492,-4.906094,-0.5686943,MIR6840///STAG3L5P-PVRIG2P-PILRB///PILRB,microRNA 6840///STAG3L5P-PVRIG2P-PILRB readthrough///paired immunoglobin-like type 2 receptor beta
216746_at,4.47E-01,1.08E-01,1.6201436,-4.906102,0.9834235,,
217222_at,4.47E-01,1.08E-01,1.6199262,-4.906434,0.8508792,IGHG1,immunoglobulin heavy constant gamma 1 (G1m marker)
203884_s_at,4.47E-01,1.08E-01,1.6196394,-4.906871,0.5117799,RAB11FIP2,RAB11 family interacting protein 2
200062_s_at,4.47E-01,1.08E-01,1.6195265,-4.907043,0.2575918,RPL30,ribosomal protein L30
206149_at,4.47E-01,1.08E-01,-1.6194883,-4.907101,-0.5269487,CHP2,calcineurin like EF-hand protein 2
214657_s_at,4.48E-01,1.08E-01,-1.6186556,-4.90837,-0.7081405,MIR612///NEAT1,microRNA 612///nuclear paraspeckle assembly transcript 1 (non-protein coding)
212431_at,4.48E-01,1.08E-01,-1.6185494,-4.908532,-0.5109975,HMGXB3,HMG-box containing 3
216082_at,4.48E-01,1.08E-01,1.6182878,-4.90893,1.0574031,NEU3,neuraminidase 3
204013_s_at,4.48E-01,1.09E-01,1.6181143,-4.909194,1.1352509,LCMT2,leucine carboxyl methyltransferase 2
213343_s_at,4.48E-01,1.09E-01,-1.6181111,-4.909199,-0.9937209,GDPD5,glycerophosphodiester phosphodiesterase domain containing 5
205042_at,4.48E-01,1.09E-01,1.6180675,-4.909266,0.3032538,GNE,glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase
205439_at,4.48E-01,1.09E-01,-1.6180072,-4.909357,-1.1728705,GSTT2,glutathione S-transferase theta 2 (gene/pseudogene)
55692_at,4.48E-01,1.09E-01,-1.6179587,-4.909431,-0.3680943,ELMO2,engulfment and cell motility 2
207253_s_at,4.48E-01,1.09E-01,1.617857,-4.909586,0.360574,UBN1,ubinuclein 1
44822_s_at,4.48E-01,1.09E-01,-1.6178014,-4.909671,-0.504663,MIER2,MIER family member 2
209838_at,4.48E-01,1.09E-01,1.6177125,-4.909806,0.678939,COPS2,COP9 signalosome subunit 2
212133_at,4.48E-01,1.09E-01,-1.6177069,-4.909815,-0.4730893,NIPA2,non imprinted in Prader-Willi/Angelman syndrome 2
212172_at,4.48E-01,1.09E-01,-1.6176646,-4.909879,-0.6414229,AK2,adenylate kinase 2
